invoice_id,customer_id,project_id,invoice_date,due_date,payment_date,subtotal,tax_rate,tax_amount,total,currency,status,payment_method,notes,terms
INV-001570,4554,PRJ-00486,2023-11-11,2023-12-26,,100352.32,0.08,8028.19,108380.51000000001,USD,Cancelled,,,Net 45
INV-001571,1242,PRJ-00712,2022-09-14,2022-10-14,,152670.29,0.08,12213.62,164883.91,USD,Cancelled,,Me eat charge window level difficult.,Net 15
INV-001572,2562,PRJ-00168,2024-01-07,2024-03-07,2024-02-29,139444.19,0.08,11155.54,150599.73,USD,Paid,Check,,Net 60
INV-001573,2317,PRJ-01077,2021-11-19,2022-01-18,2022-01-11,28203.51,0.08,2256.28,30459.789999999997,USD,Paid,Check,,Net 15
INV-001574,2087,PRJ-00418,2020-11-06,2020-12-21,,148601.42,0.08,11888.11,160489.53000000003,USD,Sent,,Among none certainly their crime maintain.,Net 15
INV-001575,16,,2022-02-19,2022-04-20,,11515.74,0.08,921.26,12437.0,USD,Overdue,,,Net 15
INV-001576,2019,PRJ-00544,2022-11-16,2022-12-31,,48309.51,0.08,3864.76,52174.270000000004,USD,Draft,,,Net 60
INV-001577,1551,PRJ-00737,2023-10-17,2023-11-16,,98575.9,0.08,7886.07,106461.97,USD,Sent,,Ask plan now matter scientist.,Net 30
INV-001578,4403,PRJ-00412,2022-12-14,2022-12-29,2022-12-26,123772.38,0.08,9901.79,133674.17,USD,Paid,Wire Transfer,,Net 15
INV-001579,4426,PRJ-00721,2024-11-08,2024-12-08,2024-12-01,93517.86,0.08,7481.43,100999.29000000001,USD,Paid,Bank Transfer,Until ground personal moment also writer.,Net 15
INV-001580,202,PRJ-00868,2022-07-16,2022-09-14,,56965.08,0.08,4557.21,61522.29,USD,Cancelled,,,Net 45
INV-001581,1071,PRJ-00785,2021-08-14,2021-09-13,2021-09-17,173445.24,0.08,13875.62,187320.86,USD,Paid,Wire Transfer,,Net 15
INV-001582,1318,PRJ-00294,2021-01-24,2021-03-10,,195259.28,0.08,15620.74,210880.02,USD,Overdue,,,Net 45
INV-001583,1224,PRJ-00643,2024-02-10,2024-03-11,2024-03-02,163023.85,0.08,13041.91,176065.76,USD,Paid,Bank Transfer,,Net 45
INV-001584,839,PRJ-00237,2020-02-02,2020-04-02,,166506.98,0.08,13320.56,179827.54,USD,Draft,,,Net 45
INV-001585,3360,PRJ-00389,2022-11-22,2022-12-07,2022-12-06,153390.13,0.08,12271.21,165661.34,USD,Paid,Credit Card,,Net 15
INV-001586,3640,,2022-09-13,2022-09-28,,45446.96,0.08,3635.76,49082.72,USD,Sent,,Trip enter from financial relationship feeling feeling.,Net 45
INV-001587,547,PRJ-00506,2021-09-28,2021-11-12,,61668.43,0.08,4933.47,66601.9,USD,Overdue,,,Net 45
INV-001588,4398,PRJ-01136,2024-06-22,2024-08-06,,177918.43,0.08,14233.47,192151.9,USD,Overdue,,,Net 15
INV-001589,230,PRJ-00474,2023-10-01,2023-11-15,,157036.82,0.08,12562.95,169599.77000000002,USD,Overdue,,Would anyone forward summer concern.,Net 30
INV-001590,3733,,2024-04-10,2024-05-10,,26174.46,0.08,2093.96,28268.42,USD,Cancelled,,,Net 15
INV-001591,3920,PRJ-00411,2023-11-12,2023-12-12,2023-12-04,159611.11,0.08,12768.89,172380.0,USD,Paid,Check,,Net 30
INV-001592,2950,PRJ-00600,2023-10-20,2023-12-04,,112929.65,0.08,9034.37,121964.01999999999,USD,Cancelled,,,Net 15
INV-001593,4446,PRJ-01199,2020-09-01,2020-09-16,,124251.96,0.08,9940.16,134192.12,USD,Draft,,Star strategy put want here weight easy state.,Net 15
INV-001594,1398,PRJ-01194,2021-11-30,2021-12-15,,7538.41,0.08,603.07,8141.48,USD,Draft,,,Net 15
INV-001595,3672,PRJ-01163,2020-01-30,2020-03-15,,114387.85,0.08,9151.03,123538.88,USD,Cancelled,,,Net 15
INV-001596,1741,PRJ-00868,2020-02-14,2020-02-29,,93261.73,0.08,7460.94,100722.67,USD,Overdue,,Among something his never.,Net 15
INV-001597,4368,PRJ-00946,2024-08-07,2024-09-06,,163182.04,0.08,13054.56,176236.6,USD,Cancelled,,,Net 30
INV-001598,2129,PRJ-00763,2022-10-08,2022-11-07,,134722.41,0.08,10777.79,145500.2,USD,Sent,,,Net 60
INV-001599,4830,PRJ-00425,2020-08-31,2020-10-30,,61649.92,0.08,4931.99,66581.91,USD,Sent,,,Net 60
INV-001600,4863,PRJ-01046,2020-12-30,2021-01-29,,6866.29,0.08,549.3,7415.59,USD,Sent,,,Net 45
INV-001601,1679,PRJ-00404,2020-08-01,2020-08-31,,37865.11,0.08,3029.21,40894.32,USD,Sent,,Find move garden more.,Net 15
INV-001602,562,PRJ-00448,2024-08-20,2024-10-19,,178850.92,0.08,14308.07,193158.99000000002,USD,Cancelled,,Arrive push guy as today.,Net 30
INV-001603,3255,PRJ-00355,2022-04-24,2022-05-24,,71984.85,0.08,5758.79,77743.64,USD,Draft,,,Net 45
INV-001604,1573,PRJ-00580,2023-10-13,2023-12-12,,163662.69,0.08,13093.02,176755.71,USD,Overdue,,,Net 60
INV-001605,2727,PRJ-00507,2022-04-04,2022-05-19,,71142.56,0.08,5691.4,76833.95999999999,USD,Sent,,Should box step region.,Net 45
INV-001606,2397,PRJ-00800,2023-02-17,2023-03-04,,63287.44,0.08,5063.0,68350.44,USD,Cancelled,,,Net 60
INV-001607,1633,PRJ-01001,2024-01-17,2024-02-01,,163645.74,0.08,13091.66,176737.4,USD,Overdue,,,Net 15
INV-001608,872,PRJ-00967,2023-05-15,2023-07-14,,21786.54,0.08,1742.92,23529.46,USD,Cancelled,,Owner participant fear seem.,Net 60
INV-001609,3005,PRJ-00811,2022-10-29,2022-12-13,,185700.5,0.08,14856.04,200556.54,USD,Draft,,,Net 45
INV-001610,708,PRJ-00171,2020-04-15,2020-05-30,,153743.46,0.08,12299.48,166042.94,USD,Overdue,,,Net 45
INV-001611,1174,,2022-06-05,2022-06-20,,66961.94,0.08,5356.96,72318.90000000001,USD,Sent,,,Net 15
INV-001612,1567,PRJ-01039,2020-03-09,2020-04-08,,143364.52,0.08,11469.16,154833.68,USD,Cancelled,,,Net 30
INV-001613,1258,PRJ-00121,2023-02-18,2023-03-05,,91046.45,0.08,7283.72,98330.17,USD,Cancelled,,Parent new want protect environment present.,Net 45
INV-001614,3502,PRJ-00176,2023-08-31,2023-09-30,,105280.4,0.08,8422.43,113702.82999999999,USD,Sent,,,Net 60
INV-001615,3553,PRJ-00879,2024-08-07,2024-08-22,,187777.73,0.08,15022.22,202799.95,USD,Sent,,Station music account wife none country give.,Net 30
INV-001616,2144,PRJ-01076,2022-10-29,2022-12-28,2022-12-31,34059.42,0.08,2724.75,36784.17,USD,Paid,Credit Card,Usually different daughter carry car difficult.,Net 15
INV-001617,2719,PRJ-00107,2020-06-08,2020-06-23,,108782.23,0.08,8702.58,117484.81,USD,Draft,,,Net 30
INV-001618,2679,PRJ-00027,2022-08-11,2022-10-10,,109174.44,0.08,8733.96,117908.4,USD,Overdue,,,Net 15
INV-001619,2090,,2023-10-05,2023-12-04,,89010.27,0.08,7120.82,96131.09,USD,Draft,,,Net 60
INV-001620,169,,2021-10-19,2021-11-18,,82115.9,0.08,6569.27,88685.17,USD,Sent,,,Net 45
INV-001621,3358,PRJ-00769,2024-04-26,2024-05-26,2024-05-17,31473.78,0.08,2517.9,33991.68,USD,Paid,Check,,Net 60
INV-001622,1376,,2022-11-14,2022-12-14,,188768.96,0.08,15101.52,203870.47999999998,USD,Cancelled,,City art old life would.,Net 45
INV-001623,4674,PRJ-00154,2023-07-09,2023-09-07,2023-09-11,103871.03,0.08,8309.68,112180.70999999999,USD,Paid,Credit Card,,Net 30
INV-001624,2962,PRJ-00245,2022-06-29,2022-07-14,2022-07-13,94278.35,0.08,7542.27,101820.62000000001,USD,Paid,Credit Card,Term organization analysis remember pick.,Net 45
INV-001625,1458,PRJ-00935,2021-02-05,2021-03-22,,170191.91,0.08,13615.35,183807.26,USD,Overdue,,,Net 15
INV-001626,872,PRJ-00256,2023-09-19,2023-11-18,,79914.61,0.08,6393.17,86307.78,USD,Draft,,World role glass action have wind.,Net 30
INV-001627,3606,PRJ-00272,2024-09-17,2024-11-16,2024-11-07,19749.04,0.08,1579.92,21328.96,USD,Paid,Wire Transfer,,Net 45
INV-001628,3284,PRJ-00170,2024-08-05,2024-08-20,,49717.31,0.08,3977.38,53694.689999999995,USD,Sent,,,Net 15
INV-001629,474,,2023-03-28,2023-04-27,2023-04-23,65861.87,0.08,5268.95,71130.81999999999,USD,Paid,Wire Transfer,,Net 60
INV-001630,2539,PRJ-00296,2022-08-14,2022-08-29,,89509.02,0.08,7160.72,96669.74,USD,Cancelled,,,Net 15
INV-001631,2959,PRJ-00977,2020-04-20,2020-05-05,,188011.32,0.08,15040.91,203052.23,USD,Overdue,,Alone least sound which culture exist box.,Net 60
INV-001632,4279,PRJ-00700,2023-09-03,2023-10-03,,166352.59,0.08,13308.21,179660.8,USD,Overdue,,,Net 15
INV-001633,3197,PRJ-00783,2024-02-08,2024-03-09,,55908.51,0.08,4472.68,60381.19,USD,Draft,,,Net 30
INV-001634,4037,PRJ-00139,2020-08-05,2020-08-20,,137721.35,0.08,11017.71,148739.06,USD,Cancelled,,Investment inside tell build art.,Net 45
INV-001635,409,PRJ-00436,2024-08-18,2024-10-02,,134732.55,0.08,10778.6,145511.15,USD,Draft,,Value behind here school wrong Mr.,Net 15
INV-001636,1312,,2023-12-02,2024-01-01,,109878.62,0.08,8790.29,118668.91,USD,Sent,,,Net 45
INV-001637,2866,PRJ-00959,2022-09-08,2022-09-23,2022-09-22,130793.02,0.08,10463.44,141256.46,USD,Paid,Bank Transfer,,Net 15
INV-001638,510,PRJ-00735,2020-03-30,2020-05-14,2020-05-13,42496.02,0.08,3399.68,45895.7,USD,Paid,Bank Transfer,Base boy generation everything first memory minute country.,Net 30
INV-001639,1425,,2022-02-19,2022-04-20,,105315.72,0.08,8425.26,113740.98,USD,Draft,,Mother return dream recently be.,Net 45
INV-001640,128,PRJ-01196,2023-02-19,2023-04-05,,147541.52,0.08,11803.32,159344.84,USD,Draft,,Husband product site democratic poor side evidence.,Net 15
INV-001641,3321,PRJ-00945,2020-01-02,2020-02-01,,52593.37,0.08,4207.47,56800.840000000004,USD,Sent,,,Net 30
INV-001642,3050,,2023-11-24,2023-12-09,,95490.91,0.08,7639.27,103130.18000000001,USD,Cancelled,,,Net 45
INV-001643,1789,PRJ-00435,2021-06-26,2021-08-10,,87723.92,0.08,7017.91,94741.83,USD,Cancelled,,,Net 45
INV-001644,2358,PRJ-00013,2024-08-27,2024-10-11,,86686.47,0.08,6934.92,93621.39,USD,Overdue,,,Net 45
INV-001645,3358,PRJ-01001,2022-12-07,2022-12-22,,28484.21,0.08,2278.74,30762.949999999997,USD,Overdue,,Commercial player able party crime.,Net 45
INV-001646,735,PRJ-00018,2023-09-08,2023-09-23,2023-09-14,82227.44,0.08,6578.2,88805.64,USD,Paid,Wire Transfer,,Net 15
INV-001647,969,PRJ-01175,2023-08-06,2023-09-05,,78506.6,0.08,6280.53,84787.13,USD,Sent,,,Net 30
INV-001648,3173,PRJ-00228,2024-02-28,2024-04-13,,90622.27,0.08,7249.78,97872.05,USD,Overdue,,,Net 45
INV-001649,1080,PRJ-01087,2024-08-15,2024-09-29,,12212.5,0.08,977.0,13189.5,USD,Cancelled,,Religious surface voice way.,Net 45
INV-001650,3775,PRJ-00321,2023-04-06,2023-05-06,,152444.03,0.08,12195.52,164639.55,USD,Draft,,Mrs matter just produce.,Net 30
INV-001651,2563,PRJ-00041,2020-03-22,2020-04-06,,39755.33,0.08,3180.43,42935.76,USD,Sent,,,Net 15
INV-001652,848,PRJ-00333,2021-01-07,2021-02-21,2021-02-14,124827.64,0.08,9986.21,134813.85,USD,Paid,PayPal,,Net 30
INV-001653,1140,,2022-09-10,2022-10-10,2022-10-02,173504.17,0.08,13880.33,187384.5,USD,Paid,Credit Card,,Net 15
INV-001654,4950,PRJ-00704,2020-01-10,2020-01-25,2020-01-22,80639.17,0.08,6451.13,87090.3,USD,Paid,PayPal,,Net 15
INV-001655,2215,PRJ-00050,2021-07-30,2021-08-14,2021-08-08,63752.76,0.08,5100.22,68852.98,USD,Paid,Wire Transfer,,Net 60
INV-001656,4390,PRJ-00180,2022-09-24,2022-11-23,2022-11-28,149070.36,0.08,11925.63,160995.99,USD,Paid,Credit Card,Couple wait list many.,Net 45
INV-001657,1402,PRJ-00681,2022-10-09,2022-11-08,,32074.14,0.08,2565.93,34640.07,USD,Cancelled,,Dream wall involve town seat.,Net 45
INV-001658,4965,PRJ-01187,2022-09-13,2022-11-12,,82805.81,0.08,6624.46,89430.27,USD,Sent,,,Net 60
INV-001659,128,,2022-09-04,2022-11-03,,115925.02,0.08,9274.0,125199.02,USD,Draft,,,Net 45
INV-001660,4572,PRJ-00150,2020-10-12,2020-11-26,,29574.52,0.08,2365.96,31940.48,USD,Cancelled,,,Net 60
INV-001661,2006,PRJ-00689,2021-06-19,2021-08-03,,26485.65,0.08,2118.85,28604.5,USD,Overdue,,,Net 45
INV-001662,1824,,2022-05-09,2022-06-23,,66209.84,0.08,5296.79,71506.62999999999,USD,Overdue,,First look name certain effort billion region a.,Net 45
INV-001663,4741,PRJ-00130,2020-09-10,2020-11-09,,52538.76,0.08,4203.1,56741.86,USD,Sent,,,Net 30
INV-001664,1629,PRJ-01099,2021-10-14,2021-11-28,,22511.4,0.08,1800.91,24312.31,USD,Draft,,,Net 60
INV-001665,2129,PRJ-00205,2024-01-20,2024-03-20,,32809.03,0.08,2624.72,35433.75,USD,Cancelled,,,Net 30
INV-001666,203,PRJ-00848,2022-05-09,2022-05-24,,70032.03,0.08,5602.56,75634.59,USD,Cancelled,,,Net 30
INV-001667,1199,PRJ-00132,2024-02-06,2024-04-06,,154688.74,0.08,12375.1,167063.84,USD,Overdue,,,Net 60
INV-001668,1693,PRJ-01088,2022-03-15,2022-04-14,,77541.16,0.08,6203.29,83744.45,USD,Cancelled,,,Net 60
INV-001669,3224,,2024-03-09,2024-05-08,,195874.39,0.08,15669.95,211544.34000000003,USD,Overdue,,Possible former owner common.,Net 15
INV-001670,1813,PRJ-00239,2022-10-17,2022-11-01,,30384.15,0.08,2430.73,32814.880000000005,USD,Draft,,,Net 45
INV-001671,267,PRJ-01091,2022-03-27,2022-04-26,2022-04-16,168360.45,0.08,13468.84,181829.29,USD,Paid,Credit Card,Customer international senior computer.,Net 30
INV-001672,527,PRJ-01090,2020-08-31,2020-10-15,,94068.56,0.08,7525.48,101594.04,USD,Cancelled,,,Net 45
INV-001673,1154,PRJ-01050,2021-07-12,2021-09-10,,74338.01,0.08,5947.04,80285.04999999999,USD,Draft,,,Net 45
INV-001674,4285,PRJ-00099,2020-06-27,2020-07-27,,73936.81,0.08,5914.94,79851.75,USD,Overdue,,Rule central why church set.,Net 60
INV-001675,4165,PRJ-00184,2023-08-03,2023-10-02,,199474.12,0.08,15957.93,215432.05,USD,Draft,,,Net 60
INV-001676,1220,PRJ-00498,2022-07-05,2022-08-04,2022-08-05,132932.9,0.08,10634.63,143567.53,USD,Paid,Check,Bit into executive culture son yes.,Net 60
INV-001677,2186,PRJ-00522,2021-05-16,2021-05-31,,106842.07,0.08,8547.37,115389.44,USD,Sent,,Attack table close short herself.,Net 30
INV-001678,4293,PRJ-01082,2021-05-20,2021-06-19,,90636.98,0.08,7250.96,97887.94,USD,Overdue,,East lawyer enter about.,Net 15
INV-001679,3092,PRJ-00889,2021-09-29,2021-10-29,,154746.89,0.08,12379.75,167126.64,USD,Cancelled,,Radio itself save strong.,Net 60
INV-001680,3856,PRJ-00365,2022-09-29,2022-11-13,,25390.83,0.08,2031.27,27422.100000000002,USD,Cancelled,,,Net 60
INV-001681,4150,PRJ-00539,2021-12-05,2022-01-04,,107727.77,0.08,8618.22,116345.99,USD,Overdue,,,Net 30
INV-001682,2681,PRJ-01076,2024-05-22,2024-07-21,,178149.9,0.08,14251.99,192401.88999999998,USD,Sent,,,Net 15
INV-001683,4962,PRJ-00254,2024-01-22,2024-03-07,,97177.81,0.08,7774.22,104952.03,USD,Overdue,,,Net 60
INV-001684,4666,PRJ-00360,2021-01-31,2021-03-02,,75126.88,0.08,6010.15,81137.03,USD,Overdue,,Order yet new form fund.,Net 45
INV-001685,2722,PRJ-00136,2023-02-02,2023-03-19,2023-03-16,89023.26,0.08,7121.86,96145.12,USD,Paid,Credit Card,,Net 15
INV-001686,4872,PRJ-00708,2023-08-09,2023-09-08,,35868.03,0.08,2869.44,38737.47,USD,Cancelled,,,Net 30
INV-001687,868,PRJ-00744,2024-03-24,2024-04-23,,14111.05,0.08,1128.88,15239.93,USD,Cancelled,,Information lawyer last mean.,Net 60
INV-001688,3020,PRJ-00428,2024-05-01,2024-05-31,,135385.11,0.08,10830.81,146215.91999999998,USD,Cancelled,,,Net 60
INV-001689,892,PRJ-01010,2020-06-08,2020-07-23,,38819.89,0.08,3105.59,41925.479999999996,USD,Draft,,,Net 60
INV-001690,3820,PRJ-00843,2022-02-12,2022-04-13,,135294.09,0.08,10823.53,146117.62,USD,Overdue,,,Net 60
INV-001691,2986,PRJ-00257,2022-12-27,2023-02-10,,171836.72,0.08,13746.94,185583.66,USD,Draft,,,Net 45
INV-001692,4236,PRJ-00505,2022-06-13,2022-07-13,,58344.21,0.08,4667.54,63011.75,USD,Overdue,,,Net 45
INV-001693,349,PRJ-00609,2021-01-20,2021-03-06,,173318.46,0.08,13865.48,187183.94,USD,Cancelled,,Administration action billion upon give care assume.,Net 15
INV-001694,80,PRJ-00879,2022-12-13,2022-12-28,,42761.31,0.08,3420.9,46182.21,USD,Overdue,,Receive mission site glass boy college.,Net 45
INV-001695,1954,PRJ-00477,2021-08-14,2021-09-28,,107611.28,0.08,8608.9,116220.18,USD,Draft,,,Net 60
INV-001696,2621,PRJ-00970,2024-08-25,2024-09-24,,61941.88,0.08,4955.35,66897.23,USD,Draft,,Last size above while red time choose goal.,Net 45
INV-001697,4539,PRJ-00509,2023-01-23,2023-03-09,,18932.25,0.08,1514.58,20446.83,USD,Overdue,,,Net 60
INV-001698,236,PRJ-00390,2020-01-04,2020-01-19,,154280.57,0.08,12342.45,166623.02000000002,USD,Draft,,,Net 15
INV-001699,4149,PRJ-00794,2022-12-08,2022-12-23,,89128.36,0.08,7130.27,96258.63,USD,Draft,,Everything system law contain per yard.,Net 30
INV-001700,663,PRJ-00904,2023-04-20,2023-06-19,,58301.31,0.08,4664.1,62965.409999999996,USD,Overdue,,,Net 45
INV-001701,4075,PRJ-00346,2023-01-20,2023-02-04,,72104.62,0.08,5768.37,77872.98999999999,USD,Draft,,,Net 15
INV-001702,299,,2022-03-18,2022-04-17,,86578.89,0.08,6926.31,93505.2,USD,Draft,,,Net 30
INV-001703,510,PRJ-00250,2022-08-04,2022-08-19,,159312.92,0.08,12745.03,172057.95,USD,Cancelled,,,Net 15
INV-001704,4970,,2023-03-15,2023-03-30,,160401.37,0.08,12832.11,173233.47999999998,USD,Sent,,,Net 60
INV-001705,3389,PRJ-00575,2022-07-22,2022-09-05,2022-08-27,83178.17,0.08,6654.25,89832.42,USD,Paid,PayPal,Tax break fly treat per investment west.,Net 60
INV-001706,4849,PRJ-00302,2024-11-23,2025-01-07,,170238.99,0.08,13619.12,183858.11,USD,Sent,,,Net 30
INV-001707,513,PRJ-00670,2021-01-12,2021-02-11,,10062.97,0.08,805.04,10868.009999999998,USD,Overdue,,Community deep last.,Net 30
INV-001708,2816,PRJ-00312,2020-09-28,2020-11-12,,86924.7,0.08,6953.98,93878.68,USD,Draft,,Might along large population class matter.,Net 30
INV-001709,3849,,2020-07-16,2020-08-30,,93549.02,0.08,7483.92,101032.94,USD,Overdue,,,Net 15
INV-001710,3456,PRJ-00868,2022-09-13,2022-10-13,2022-10-12,27820.77,0.08,2225.66,30046.43,USD,Paid,Wire Transfer,While hair something staff.,Net 45
INV-001711,3931,PRJ-00874,2022-07-11,2022-08-10,,87146.94,0.08,6971.76,94118.7,USD,Draft,,,Net 45
INV-001712,3077,PRJ-00350,2021-10-09,2021-12-08,,109292.69,0.08,8743.42,118036.11,USD,Draft,,Seem focus physical measure event anyone morning.,Net 45
INV-001713,959,PRJ-00673,2024-01-18,2024-02-02,2024-02-02,184045.91,0.08,14723.67,198769.58000000002,USD,Paid,Check,,Net 45
INV-001714,134,PRJ-00994,2022-07-03,2022-08-02,,129974.33,0.08,10397.95,140372.28,USD,Overdue,,,Net 15
INV-001715,846,PRJ-01080,2020-05-08,2020-07-07,,141393.41,0.08,11311.47,152704.88,USD,Sent,,,Net 30
INV-001716,2779,PRJ-00074,2022-04-24,2022-05-09,,86892.31,0.08,6951.38,93843.69,USD,Draft,,,Net 45
INV-001717,4697,PRJ-00347,2024-11-08,2024-12-23,2024-12-17,140200.16,0.08,11216.01,151416.17,USD,Paid,PayPal,,Net 15
INV-001718,2463,PRJ-00795,2021-12-01,2022-01-15,,126610.76,0.08,10128.86,136739.62,USD,Cancelled,,,Net 45
INV-001719,2297,PRJ-00008,2022-01-08,2022-01-23,,147557.76,0.08,11804.62,159362.38,USD,Cancelled,,,Net 30
INV-001720,4247,PRJ-00237,2023-05-22,2023-07-06,,160436.18,0.08,12834.89,173271.07,USD,Cancelled,,Father enough child.,Net 60
INV-001721,1549,PRJ-01034,2020-06-20,2020-07-20,,123634.07,0.08,9890.73,133524.80000000002,USD,Overdue,,Open wait which later behavior.,Net 30
INV-001722,2777,PRJ-01110,2024-04-03,2024-05-03,,42716.91,0.08,3417.35,46134.26,USD,Cancelled,,,Net 45
INV-001723,4804,PRJ-00070,2023-08-30,2023-09-29,,161273.77,0.08,12901.9,174175.66999999998,USD,Sent,,,Net 60
INV-001724,2358,PRJ-00754,2023-11-24,2024-01-08,,55320.88,0.08,4425.67,59746.549999999996,USD,Cancelled,,,Net 15
INV-001725,3666,PRJ-00654,2024-05-18,2024-07-02,,75472.94,0.08,6037.84,81510.78,USD,Cancelled,,,Net 30
INV-001726,1277,PRJ-00557,2023-08-03,2023-08-18,,115241.99,0.08,9219.36,124461.35,USD,Overdue,,,Net 45
INV-001727,3976,PRJ-00626,2023-08-18,2023-09-17,,197614.7,0.08,15809.18,213423.88,USD,Sent,,,Net 30
INV-001728,4584,PRJ-00723,2024-02-15,2024-04-15,,78392.95,0.08,6271.44,84664.39,USD,Draft,,,Net 15
INV-001729,372,PRJ-00250,2021-08-08,2021-09-07,,26249.15,0.08,2099.93,28349.08,USD,Overdue,,,Net 30
INV-001730,4762,PRJ-00449,2022-02-18,2022-03-20,,195653.39,0.08,15652.27,211305.66,USD,Cancelled,,,Net 30
INV-001731,2172,PRJ-00995,2020-07-27,2020-08-26,,48711.16,0.08,3896.89,52608.05,USD,Sent,,,Net 30
INV-001732,4302,PRJ-01030,2022-06-20,2022-08-04,,179338.55,0.08,14347.08,193685.62999999998,USD,Cancelled,,,Net 15
INV-001733,2114,PRJ-00998,2023-11-23,2024-01-07,,107979.59,0.08,8638.37,116617.95999999999,USD,Overdue,,,Net 60
INV-001734,4471,PRJ-00752,2021-01-16,2021-01-31,2021-01-31,140069.96,0.08,11205.6,151275.56,USD,Paid,Credit Card,,Net 30
INV-001735,2403,PRJ-00153,2021-03-12,2021-05-11,,150807.46,0.08,12064.6,162872.06,USD,Draft,,,Net 15
INV-001736,1526,,2020-06-01,2020-06-16,,52851.75,0.08,4228.14,57079.89,USD,Sent,,Keep fund ahead option reduce whether off.,Net 60
INV-001737,2659,PRJ-00950,2022-11-12,2022-12-12,,108337.0,0.08,8666.96,117003.95999999999,USD,Sent,,,Net 45
INV-001738,4512,PRJ-01034,2022-09-29,2022-10-29,,87710.45,0.08,7016.84,94727.29,USD,Draft,,Color film despite test.,Net 15
INV-001739,1209,PRJ-00621,2024-03-16,2024-04-30,,130850.38,0.08,10468.03,141318.41,USD,Cancelled,,,Net 15
INV-001740,2423,PRJ-00207,2023-09-26,2023-11-25,,175422.86,0.08,14033.83,189456.68999999997,USD,Sent,,Like they board agree.,Net 60
INV-001741,255,,2020-07-22,2020-08-06,,45878.83,0.08,3670.31,49549.14,USD,Cancelled,,,Net 30
INV-001742,929,PRJ-00269,2022-07-16,2022-08-15,,83541.35,0.08,6683.31,90224.66,USD,Overdue,,,Net 60
INV-001743,4415,PRJ-00560,2020-10-26,2020-12-10,,111374.82,0.08,8909.99,120284.81000000001,USD,Cancelled,,,Net 30
INV-001744,713,PRJ-00405,2022-08-19,2022-09-18,,30338.09,0.08,2427.05,32765.14,USD,Overdue,,Everybody admit provide eat.,Net 45
INV-001745,4536,,2023-09-09,2023-10-09,2023-10-05,175765.52,0.08,14061.24,189826.75999999998,USD,Paid,PayPal,Ready market service life phone.,Net 45
INV-001746,3151,PRJ-00262,2022-02-20,2022-04-21,2022-04-18,149971.54,0.08,11997.72,161969.26,USD,Paid,PayPal,,Net 15
INV-001747,2710,,2022-05-15,2022-06-29,,15795.54,0.08,1263.64,17059.18,USD,Cancelled,,Staff look remain room.,Net 45
INV-001748,337,PRJ-00432,2023-01-27,2023-03-13,,72836.89,0.08,5826.95,78663.84,USD,Sent,,Design age nor reason staff civil throughout.,Net 60
INV-001749,1910,PRJ-00368,2022-09-08,2022-11-07,,182595.56,0.08,14607.64,197203.2,USD,Cancelled,,,Net 30
INV-001750,3489,,2022-05-23,2022-07-07,2022-06-29,21309.18,0.08,1704.73,23013.91,USD,Paid,Wire Transfer,Design project cell their doctor whether.,Net 30
INV-001751,1457,PRJ-01039,2021-04-23,2021-06-22,,11239.87,0.08,899.19,12139.060000000001,USD,Sent,,,Net 30
INV-001752,3517,PRJ-00181,2020-04-06,2020-05-06,,122533.61,0.08,9802.69,132336.3,USD,Cancelled,,Suddenly message prevent cut.,Net 30
INV-001753,1270,PRJ-01034,2022-09-23,2022-11-22,2022-11-21,167049.6,0.08,13363.97,180413.57,USD,Paid,PayPal,,Net 30
INV-001754,1200,PRJ-00006,2022-05-06,2022-07-05,,163503.12,0.08,13080.25,176583.37,USD,Overdue,,,Net 60
INV-001755,3305,PRJ-00261,2022-04-05,2022-04-20,,183038.21,0.08,14643.06,197681.27,USD,Draft,,,Net 15
INV-001756,1838,PRJ-00760,2021-06-22,2021-07-22,,145419.9,0.08,11633.59,157053.49,USD,Sent,,,Net 45
INV-001757,958,,2020-08-20,2020-10-19,,148306.06,0.08,11864.48,160170.54,USD,Draft,,,Net 30
INV-001758,1635,PRJ-00208,2024-06-30,2024-07-30,,78538.86,0.08,6283.11,84821.97,USD,Sent,,,Net 60
INV-001759,2217,PRJ-00576,2022-06-04,2022-08-03,,83327.27,0.08,6666.18,89993.45000000001,USD,Overdue,,,Net 45
INV-001760,2803,,2021-04-19,2021-06-18,,66101.53,0.08,5288.12,71389.65,USD,Draft,,,Net 30
INV-001761,2085,PRJ-00567,2023-01-28,2023-02-27,,128592.7,0.08,10287.42,138880.12,USD,Draft,,Firm officer place for box hundred.,Net 45
INV-001762,516,,2023-06-22,2023-08-06,2023-08-10,159718.42,0.08,12777.47,172495.89,USD,Paid,PayPal,Bit night inside shake.,Net 15
INV-001763,2427,PRJ-00760,2023-05-17,2023-06-16,,54897.25,0.08,4391.78,59289.03,USD,Sent,,,Net 30
INV-001764,1235,PRJ-01151,2020-08-26,2020-09-10,,132573.12,0.08,10605.85,143178.97,USD,Sent,,,Net 30
INV-001765,4667,PRJ-00593,2023-02-15,2023-03-02,,163773.92,0.08,13101.91,176875.83000000002,USD,Overdue,,,Net 60
INV-001766,1620,PRJ-00706,2022-09-10,2022-10-10,,11997.83,0.08,959.83,12957.66,USD,Cancelled,,,Net 60
